110	drinks	The drinks are great, especially when made by Raymond.	1
111	Raymond	The drinks are great, especially when made by Raymond.	1
112	omlette for brunch	The omlette for brunch is great...	1
113	spinach	the spinach is fresh, definately not frozen...	1
114	quacamole	quacamole at pacifico is yummy, as are the wings with chimmichuri.	1
115	wings with chimmichuri	quacamole at pacifico is yummy, as are the wings with chimmichuri.	1
116	chicken in the salads	A weakness is the chicken in the salads.	0
117	portobello and asparagus mole	Also, I personally wasn't a fan of the portobello and asparagus mole.	0
118	food	Overall, decent food at a good price, with friendly people.	1
119	people	Overall, decent food at a good price, with friendly people.	1
120	Indian Restaurant	Best Indian Restaurant in the City	1
121	Decor	Decor needs to be upgraded but the food is amazing!	0
122	food	Decor needs to be upgraded but the food is amazing!	1
123	gyros	This small Astoria souvlaki spot makes what many consider the best gyros in New York.	1
124	food	What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.	1
125	gyro meat	What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.	1
126	sausages	What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.	1
127	ingredients	What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.	1
128	Greek and Cypriot dishes	All the various Greek and Cypriot dishes are excellent, but the gyro is the reason to come--if you don't eat one your trip was wasted.	1
129	gyro	All the various Greek and Cypriot dishes are excellent, but the gyro is the reason to come--if you don't eat one your trip was wasted.	1
130	restaurant	Best restaurant in Brooklyn	1
131	food	Great food, amazing service, this place is a class act.	1
132	service	Great food, amazing service, this place is a class act.	1
133	place	Great food, amazing service, this place is a class act.	1
134	veal	The veal was incredible last night.	1
135	place	This place is a must visit!	1
136	booths	Most of the booths allow you to sit next to eachother without looking like 'that' couple.	1
137	food	The food is all shared so we get to order together and eat together.	1
138	dishes	I've enjoyed 99% of the dishes we've ordered with the only exceptions being the occasional too-authentic-for-me dish (I'm a daring eater but not THAT daring).	1
139	dish	I've enjoyed 99% of the dishes we've ordered with the only exceptions being the occasional too-authentic-for-me dish (I'm a daring eater but not THAT daring).	0
140	Water's Edge	My daughter's wedding reception at Water's Edge received the highest compliments from our guests.	1
141	atmosphere	Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!	1
142	rooms	Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!	1
143	views	Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!	1
144	food	Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!	1
145	Service	Service was wonderful;	1
146	Paul	Paul, the maitre d', was totally professional and always on top of things.	1
147	Water's Edge	Thank you everyone at Water's Edge.	1
148	Service	Service ok but unfriendly,filthy bathroom.	0
149	bathroom	Service ok but unfriendly,filthy bathroom.	0
150	food	The high prices you're going to pay is for the view not for the food.	0
151	bar drinks	The bar drinks were Eh, ok to say the least.	0
152	stuff tilapia	The stuff tilapia was horrid...tasted like cardboard.	0
153	dessert	We thought the dessert would be better, Wrong!	0
154	mens bathroom	oh speaking of bathroom , the mens bathroom was disgusting.	0
155	wine list	The wine list was extensive - though the staff did not seem knowledgeable about wine pairings.	1
156	staff	The wine list was extensive - though the staff did not seem knowledgeable about wine pairings.	0
157	bread	The bread we received was horrible - rock hard and cold - and the free appetizer of olives was disappointing.	0
158	appetizer of olives	The bread we received was horrible - rock hard and cold - and the free appetizer of olives was disappointing.	0
159	main course	However, our main course was wonderful.	1
160	fish	I had fish and my husband had the filet - both of which exceeded our expectations.	1
161	filet	I had fish and my husband had the filet - both of which exceeded our expectations.	1
162	pear torte	The dessert (we had a pear torte) was good - but, once again, the staff was unable to provide appropriate drink suggestions.	1
163	staff	The dessert (we had a pear torte) was good - but, once again, the staff was unable to provide appropriate drink suggestions.	0
164	waitress	When we inquired about ports - the waitress listed off several but did not know taste variations or cost.	0
165	restaurant	All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.	1
166	staff	All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.	0
167	seating	short and sweet – seating is great:it's romantic,cozy and private.	1
168	boths	The boths are not as small as some of the reviews make them out to look they're perfect for 2 people.	1
169	service	The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.	1
170	service button	The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.	1
171	waiter	The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.	0
172	looks	Over all the looks of the place exceeds the actual meals.	1
173	meals	Over all the looks of the place exceeds the actual meals.	0
174	restaurant	So what you really end up paying for is the restaurant not the food.	0
175	food	So what you really end up paying for is the restaurant not the food.	0
176	service	Subtle food and service	1
177	food	Noodle pudding is exactly the type of service and food I enjoy.	1
178	Greg	Servers are all different, Greg is my favorite.	1
179	server	Sometimes tables don't understand his sense of humor but it's refreshing to have a server who has personality, professionalism, and respects the privacy of your dinner.	1
180	runner	This is the first place I've been that a runner remembers my order... hope he likes his job because I have half a mind to steal him for my restaurant.	1
181	food	Prices are fair across the board for both food and bev.	1
182	bev	Prices are fair across the board for both food and bev.	1
183	servers	I go out to eat and like my courses, servers are patient and never rush courses or force another drink.	1
184	dogs	amazing fresh dogs but best of all endless toppings!!!	1
185	toppings	amazing fresh dogs but best of all endless toppings!!!	1
186	trimmings	this place had ALL the trimmings and i mean all.	1
187	place	amazing fun for hot dog lovers of all ages PLEASE do yourself a favor and check this place out!!!!	1
188	hot dog	amazing fun for hot dog lovers of all ages PLEASE do yourself a favor and check this place out!!!!	1
189	Casa La Femme	Stepping into Casa La Femme last night was a true experience unlike any other in New York!	1
190	decor	Highly impressed from the decor to the food to the hospitality to the great night I had!	1
191	food	Highly impressed from the decor to the food to the hospitality to the great night I had!	1
192	cocktail with Citrus Vodka and lemon and lime juice and mint leaves	The have a great cocktail with Citrus Vodka and lemon and lime juice and mint leaves that is to die for!	1
193	Food	Food took some time to prepare, all worth waiting for.	1
194	belly dancing show	We were drawn into the belly dancing show that captivated the crowd.	1
195	restaurant	I never write on these sites but this restaurant is def worth commending!	1
196	food	Maggot in the food!	0
197	menu	The menu looked great, and the waiter was very nice, but when the food came, it was average.	1
198	waiter	The menu looked great, and the waiter was very nice, but when the food came, it was average.	1
199	mushroom sauce	Nevertheless, I finished my plate, and that's when I found a maggot in mushroom sauce at the bottom.	0
200	manager	I showed it to the manager, and he smilingly apologized and brought us two free desserts (but did not ask us what we wanted and so brought the last two desserts we would have asked for).	1
201	food	I have worked in restaurants and cook a lot, and there is no way a maggot should be able to get into well prepared food.	0
202	restaurant	For a restaurant with such a good reputation and that is usually so packed, there was no reason for such a lack of intelligent customer service.	1
203	customer service	For a restaurant with such a good reputation and that is usually so packed, there was no reason for such a lack of intelligent customer service.	0
204	food	I got hair in my food 2 times of then !	0
205	place	Great place, great value.	1
206	food	The food is flavorful, plentiful and reasonably priced.	1
207	atmosphere	The atmosphere is relaxed and casual.	1
208	place	It's a great place to order from or sit-in.	1
209	Sushi	Sushi experience was unbelievable with my fiance.	1
210	rolls	Good creative rolls!	1
211	Yamato	Yamato is an excellent place to go if youre not into sashimi, or if you have friends who doesnt like sushi much.	1
212	rolls	They have great rolls, the triple color and norwegetan rolls, are awesome and filling.	1
213	triple color and norwegetan rolls	They have great rolls, the triple color and norwegetan rolls, are awesome and filling.	1
214	dessert	One special roll and one regular roll is enough to fill you up, but save room for dessert!	1
215	special roll	One special roll and one regular roll is enough to fill you up, but save room for dessert!	1
216	regular roll	One special roll and one regular roll is enough to fill you up, but save room for dessert!	1
217	banana chocolate dessert	They have a delicious banana chocolate dessert, as well as a great green tea tempura.	1
218	green tea tempura	They have a delicious banana chocolate dessert, as well as a great green tea tempura.	1
219	appetizers	The appetizers are also delicious!	1
220	food	Amazing food.	1
221	interior	Mazing interior.	0
222	food	Great food!	1
223	modern Japanese	I've had my fair share of modern Japanese and this spot delivers.	1
224	atmosphere	The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.	0
225	scheme of mirrors	The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.	0
226	modern Japanese food	Despite the confusing mirrors this will likely be my go-to for modern Japanese food for the foreseeable future.	1
227	mirrors	Despite the confusing mirrors this will likely be my go-to for modern Japanese food for the foreseeable future.	0
228	Indo Chinese food	Indo Chinese food, pretty good...	1
229	Chinese style Indian food	Not a very fancy place but very good Chinese style Indian food.	1
230	chicken lollipop	The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.	1
231	dishes	The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.	0
232	Chilli Chicken	The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.	0
233	food	My mom originally introduced me to this place, but even she (being Indian) feels the food can be somewhat over the top spicy and far too oily.	0
234	chef	Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).	0
235	vegetarian dish	Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).	0
236	place	This place survives on reputation alone.	0
237	restaurant	This is the MOST wonderful restaurant in all of New York City, not just Brooklyn...	1
238	food	for 7 years they have put out the most tasty, most delicious food and kept it that way...	1
239	wine list	great food, great wine list, great service in a great neighborhood...	1
240	service	great food, great wine list, great service in a great neighborhood...	1
241	neighborhood	great food, great wine list, great service in a great neighborhood...	1
242	Patsy's Pizza	Patsy's Pizza = true love	1
243	pizza	Hands down the best pizza on the planet.	1
244	hot dogs	great hot dogs..	1
245	toppings	great toppings definitely a place you need to check out for late night munchies or a mid day boost!	1
246	place	great toppings definitely a place you need to check out for late night munchies or a mid day boost!	1
247	dishes	For me dishes a little oily, but overall dining experience good.	0
248	service	Helpful service and average price per dish $10.	1
249	decor	The only thing that strikes you is the decor?(not very pleasant).	0
250	food	great food	1
251	indian chinese food	This place has great indian chinese food.	1
252	place	Be prepared to wait, because the place is pretty tiny.	0
253	food	Even though the place is not beautiful, the food speaks for itself.	1
254	Indian Chinese	Best Indian Chinese in the city, by far!	1
255	Village Underground	I came across Village Underground by accident, now I go there all the time.	1
256	martinis	The martinis are amazing and very fairly priced.	1
257	SERVICE	THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.	1
258	waiters	THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.	1
259	DJ	The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.	1
260	menu	Everything on the menu is great. 	1
261	establishment	This establishment is the real deal. 	1
262	dinner for two	But $500 for a dinner for two that didn't include Wine?	0
263	appetizers	Look, the appetizers were really good.	1
264	entree	The entree was also very good.	1
265	place	Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.	1
266	Bison	Bison was quite excellent however.	1
267	Dessert	Dessert: pure disaster.	0
268	restaurant	I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.	0
269	The Four Seasons	The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say I've been to the four seasons restaurant.	0
270	food	All in all, the food was great (except for the dessserts).	1
271	dessserts	All in all, the food was great (except for the dessserts).	0
272	food	If you are going for the food, it will not be worth it.	0
273	service	You would think they would make up for it with service, sadly, no.	0
274	Service	Service was just ok, it is not what you'd expect for $500.	0
275	Casa La Femme	I agree that dining at Casa La Femme is like no other dining experience!	0
276	place	The place is beautiful!	1
277	hostess	The hostess was very pleasant.	1
278	drinks	However, our $14 drinks were were horrible!	0
279	waiter	We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.	0
280	chicken	My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.	0
281	dinner	I would not expect this for a $55 dinner.	0
282	food	By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!	0
283	meal	If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!	0
284	restaurant	I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.	0
285	beer	There was no tap beer that evening, which was a disappointment. 	0
286	selection of bottled beer	Not much of a selection of bottled beer either, we went with Brahma. 	0
287	fried oysters and clams	The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). 	1
288	lobster knuckles	The lobster knuckles (special of the day) were ok, but pretty tasteless.	0
289	salt encrusted shrimp appetizer	I believe there were 2 shrimp in the salt encrusted shrimp appetizer. 	0
290	Thai style Fried Sea Bass	I had the Thai style Fried Sea Bass...which was very good. 	1
291	food	Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! 	1
292	grilled Mahi Mahi	Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! 	0
293	lobster roll	I heard the lobster roll was excellent. 	1
294	food	All in all the food was good - a little on the expensive side, but fresh. 	1
295	Service	Service not the friendliest to our large party! 	0
296	Indian food	Great Indian food	1
297	Food	Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.	1
298	Indian food	Very normal Indian food, but done really well.	1
299	place	I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.	1
300	chicken tikka masala	I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.	0
301	feel	I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.	0
302	waiters	Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.	0
303	Indian food	But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food	1
304	place	But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food	0
305	Bukhara Grill	Bukhara Grill, the tagline says it all.. INDIAN SPICE RAVE	1
306	lunch buffet	The lunch buffet is expensive but is deff worth it.	0
307	service	We have gone for dinner only a few times but the same great quality and service is given.	1
308	dinner	We have gone for dinner only a few times but the same great quality and service is given.	1
309	Bukhara	Bukhara is on my top 5 Indian places in NYC	1
310	food	I have never been so disgusted by both food an service.	0
311	service	I have never been so disgusted by both food an service.	0
312	kimchee	However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.	0
313	Korean fair	However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.	0
314	food	My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.	0
315	meal	My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.	0
316	restaurant	It wasn't as if this restaurant had any major bragging points before hand, but now it's simply repulsive.	0
317	place	Gorgeous place ideal for a romantic dinner	1
318	four course prix fix menu	I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.	1
319	white organza tent	I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.	1
320	service	The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!	1
321	waiter	The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!	1
322	Casa La Femme	I completely recommend Casa La Femme for any special occasion and to REALLY impress your date.	1
323	stone bowl	The bibimbap was average, but the stone bowl wasn't even close to sizzling.	0
324	nakgi-bokum	The nakgi-bokum was horrible.	0
325	stir-fried squid	Easily the worst stir-fried squid I've ever tasted.	0
326	sauce	The sauce tasted more like Chinese fast food than decent Korean.	0
327	side dishes	The side dishes were passable, and I did get a refill upon request.	1
328	service	The real problem I had with this place was the complete lack of service.	0
329	dish	My wife had barely touched that mess of a dish.	0
330	risotto	The wife had the risotto which was amazing.	1
331	farro salad	The farro salad and the mashed yukon potatoes were also extremely tasty.	1
332	mashed yukon potatoes	The farro salad and the mashed yukon potatoes were also extremely tasty.	1
333	east village pizza	i love margherita pizza – i looove east village pizza	1
334	margherita pizza	i love margherita pizza – i looove east village pizza	1
335	place	Love this place, every time we are in the city this is one of the places we always go.	1
336	crust	The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.	1
337	sauce	The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.	1
338	cheese	The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.	1
339	margherita pizza	Personally I like the margherita pizza better, but they are all good.	1
340	Restaurant	Possibly the Most Romantic Restaurant in the City	1
341	modern Japanese brasserie	This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!	1
342	unmarked wooden doors	Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.	1
343	décor	Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.	1
344	private booths	If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).	1
345	glass ceilings	If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).	1
346	BBE $29 fixe prix menu	My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!	1
347	sashimi amuse bouche	We started off with a delightful sashimi amuse bouche.	1
348	Grilled Black Cod	I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.	1
349	Grilled Salmon dish	I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.	1
350	sake’s	The sake’s complimented the courses very well and is successfully easing me into the sake world.	1
351	matcha (powdered green tea) and blueberry cheesecake	For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.	1
352	brasserie	Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.	1
353	Zenkichi	I don’t usually visit the same establishment more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.	1
354	service	The service leaves much to be desired, from feeling like you are rushed the place your order, to being ignored the rest of the night.	0
355	drinks	They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!	0
356	pita bread	They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!	0
357	Shabu Shabu	Great Shabu Shabu	1
358	meat	The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.	1
359	sauces	The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.	1
360	service	The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.	1
361	meal	The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.	1
362	kimchi	The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.	1
363	salad	The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.	1
364	Korean food	Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.	1
365	fusion twists	Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.	1
366	pork belly tacos	Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.	1
