qid	text_a	text_b	label
27	place	The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.	0
28	decor	The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.	1
29	vent	The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.	0
30	sake list	Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!	1
31	spicy tuna roll	The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!	1
32	rock shrimp tempura	The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!	1
33	service	We went around 9:30 on a Friday and it had died down a bit by then so the service was great!	1
34	pink pony	we love th pink pony.	1
35	spot	THe perfect spot.	1
36	Food	Food-awesome.	1
37	Service	Service- friendly and attentive.	1
38	Ambiance	Ambiance- relaxed and stylish.	1
39	place	Don't judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart.	1
41	service	however, it's the service that leaves a bad taste in my mouth.	0
42	waiter	i happen to have a policy that goes along with a little bit of self-respect, which includes not letting a waiter intimidate me, i.e. make me feel bad asking for trivialities like water, or the check.	0
43	place	This place has got to be the best japanese restaurant in the new york area.	1
44	Food	Food is great.	1
45	Service	Service is top notch.	1
46	sea urchin	I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.	1
47	sushi	The sushi seemed pretty fresh and was adequately proportioned.	1
48	sushi	The sushi seemed pretty fresh and was adequately proportioned.	1
49	rice to fish ration	The rice to fish ration was also good--they didn't try to overpack the rice.	1
50	half price sushi deal	We took advanatage of the half price sushi deal on saturday so it was well worth it.	1
51	half price sushi deal	We took advanatage of the half price sushi deal on saturday so it was well worth it.	1
52	crowd	In the evening, this place attracted a well dressed, with it, NY crowd.	1
53	food	The food was well prepared and the service impecable.	1
54	service	The food was well prepared and the service impecable.	1
55	Prix Fixe menu	The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).	1
56	Prix Fixe menu	The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).	1
57	Prix Fixe menu	The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).	1
58	food	$6 and there is much tasty food, all of it fresh and continually refilled.	1
59	food	$6 and there is much tasty food, all of it fresh and continually refilled.	1
60	food	$6 and there is much tasty food, all of it fresh and continually refilled.	1
61	dishes	I am not a vegetarian but, almost all the dishes were great.	1
62	food	The food here is rather good, but only if you like to wait for it.	1
63	somosas	I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.	1
64	chai	I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.	1
65	chole	I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.	1
66	dhosas	I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.	0
67	dhal	I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.	0
68	service	The service varys from day to day- sometimes they're very nice, and sometimes not.	0
69	kitchen	The kitchen however, is almost always slow.	0
70	food	Also, specify if you like your food spicy- its rather bland if you don't.	0
71	ambience	The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.	1
72	view	If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.	1
73	service	Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.	1
74	food	Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.	1
75	food	Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.	1
76	lava cake dessert	The lava cake dessert was incredible and I recommend it.	1
77	Cosette	Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.	1
78	restaurant	This tiny restaurant is as cozy as it gets, with that certain Parisian flair.	1
79	food	The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.	1
80	French Onion soup	The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.	0
81	French Onion soup	The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.	1
82	desserts	The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.	0
83	ambience	However, go for the ambience, and consider the food just a companion for a trip across the world!	1
85	pizza	The pizza was delivered cold and the cheese wasn't even fully melted!	0
86	cheese	The pizza was delivered cold and the cheese wasn't even fully melted!	0
87	pizza	The pizza is overpriced and soggy.	0
88	pizza	The pizza is overpriced and soggy.	0
89	ingredients	Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.	1
90	pizza	Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.	0
91	crust	Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.	0
92	meals	I think I've had some the best meals of my life at minnow.	1
93	seafood	The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.	1
94	wine list	The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.	1
95	menu	The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.	1
96	ingredients	The combination of super-fresh ingredients in the dishes are unusual but really delicious.	1
97	Pastrami	Best Pastrami I ever had and great portion without being ridiculous.	1
98	portion	Best Pastrami I ever had and great portion without being ridiculous.	1
99	fried shrimp	My wife had the fried shrimp which are huge and loved it.	1
100	fried shrimp	My wife had the fried shrimp which are huge and loved it.	1
101	place	As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.	1
102	place	This place is the most Japanese it can ever get.	1
103	signs	The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.	1
104	specials menus	The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.	1
105	food	The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.	1
106	waitstaff	The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.	1
107	place	This place is worth an one-hour drive.	1
108	Leon	Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.	1
109	Leon	Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.	1
110	specials	Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.	1
111	atmosphere	Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.	1
112	French bistro fare	Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.	1
113	staff	My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.	1
115	wine	Decent wine at reasonable prices.	1
116	Zucchero Pomodori	Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori.	1
117	place	This is by far my favorite place in the neighborhood.	1
118	service	The service is excellent, the decor is great, and the food is delicious and comes in large portions.	1
119	decor	The service is excellent, the decor is great, and the food is delicious and comes in large portions.	1
120	food	The service is excellent, the decor is great, and the food is delicious and comes in large portions.	1
121	portions	The service is excellent, the decor is great, and the food is delicious and comes in large portions.	1
122	Gnocchi	I'm partial to the Gnocchi.	1
123	place	This place is incredibly tiny.	0
124	hostess	The hostess is rude to the point of being offensive.	0
125	food	The food was bland oily.	0
126	food	We have been to this place many times, and always have great food, wine, and service.	1
127	wine	We have been to this place many times, and always have great food, wine, and service.	1
128	service	We have been to this place many times, and always have great food, wine, and service.	1
129	wait	We were worried we would have trouble getting in, but somehow managed to have a short wait.	1
130	glass of wine	As always we had a great glass of wine while we waited.	1
131	service	When we sat, we got great and fast service.	1
132	people	The people that work there are always so friendly you forget you are in New York sometimes.	1
133	place	Make sure you try this place as often as you can.	1
134	restaurant	This is a fun restaurant to go to.	1
135	pizza	The pizza is yummy and I like the atmoshpere.	1
136	atmoshpere	The pizza is yummy and I like the atmoshpere.	1
137	pizza	But the pizza is way to expensive.	0
138	lunch	I went there for lunch and it was not as good as I expected from the reviews I read.	0
139	Sauce	Sauce was watery and the food didn't have much flavor.	0
140	food	Sauce was watery and the food didn't have much flavor.	0
141	place	This place is great.	1
142	waitress	The waitress was very patient with us and the food is phenomenal!	1
143	food	The waitress was very patient with us and the food is phenomenal!	1
144	Service	Service was prompt, friendly and great.	1
145	pizza	Great pizza and fantastic service.	1
146	service	Great pizza and fantastic service.	1
147	wait	There was a small wait, but shorter than I expected.	1
148	block	Located at the end of a magnificent block.	1
149	sushi	This is the best sushi in new york city - hands down.	1
150	place	The place is small and cramped but the food is fantastic.	0
151	food	The place is small and cramped but the food is fantastic.	1
152	tuna of gari	Get the tuna of gari.	1
153	sushi	Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .	1
154	thai food	Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .	1
155	Planet Thailand	Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .	1
156	menu	With the great variety on the menu , I eat here often and never get bored .	1
158	food	It's all about the food !!	1
159	place	first it took us a long time to find the place.	0
160	menu	but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.	0
162	rolls	those rolls were big, but not good and sashimi wasn't fresh.	0
163	sashimi	those rolls were big, but not good and sashimi wasn't fresh.	0
164	crunchy tuna	Try the crunchy tuna, it is to die for.	1
165	garden terrace	First went here to enjoy their garden terrace.	1
166	food	The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.	1
167	service	The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.	1
168	Steak Tartare	The Steak Tartare is a great bet, they fix it for you at the table.	1
169	open kitchen	Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.	1
170	restaurant	Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.	0
171	wine selection	Great wine selection, Gigondas is worth the price, and the house champagne is a great value.	1
172	Gigondas	Great wine selection, Gigondas is worth the price, and the house champagne is a great value.	1
173	house champagne	Great wine selection, Gigondas is worth the price, and the house champagne is a great value.	1
174	place	Have recommended the place to friends, always gets good response.	1
175	crust	Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!	1
176	pizza	Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!	1
177	VT's	I take all my NYC guests to VT's.	1
178	neighborhood	Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!	1
179	food	Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!	1
180	setting	I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.	1
181	service	I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.	1
182	Mizu	I'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much... and we're repeat customers.	1
183	Spicy Scallop roll	Make sure you have the Spicy Scallop roll.. .	1
184	Moules	Moules were excellent, lobster ravioli was VERY salty!	1
185	lobster ravioli	Moules were excellent, lobster ravioli was VERY salty!	0
186	maitre d'	Took my mom for Mother's Day, and the maitre d' was pretty rude.	0
187	dessert	Tiny dessert was $8.00...just plain overpriced for what it is.	0
188	dessert	Tiny dessert was $8.00...just plain overpriced for what it is.	0
189	drinks	The drinks are always welll made and wine selection is fairly priced.	1
190	wine selection	The drinks are always welll made and wine selection is fairly priced.	1
191	chef's specials	Try their chef's specials-- they are to die for.	1
193	Downstairs lounge	Downstairs lounge is always a good attraction	1
194	Raga's	Raga's is a romantic, cozy restaurant.	1
195	exotic food	The exotic food is beautifully presented and is a delight in delicious combinations.	1
196	exotic food	The exotic food is beautifully presented and is a delight in delicious combinations.	1
197	staff	The staff is incredibly helpful and attentive.	1
198	bar	The bar is very well stocked with interesting beers and well priced wines.	1
199	beers	The bar is very well stocked with interesting beers and well priced wines.	1
200	wines	The bar is very well stocked with interesting beers and well priced wines.	1
201	Leon	When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.	0
202	waitress	The waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no...	0
203	service	Rude service, medicore food...there are tons of restaurants in NY...stay away from this one	0
205	Jekyll and Hyde	I had a grat time at Jekyll and Hyde!	1
206	server	Our server was very helpful and friendly.	1
207	food	The food was good too.	1
208	tuna	The tuna and wasabe potatoes are excellent.	1
209	wasabe potatoes	The tuna and wasabe potatoes are excellent.	1
210	outdoor atmosphere	The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.	1
211	Service	Service was prompt and courteous.	1
212	service	Great service, great food.	1
213	food	Great service, great food.	1
214	pizza	The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.	1
215	fresh mozzarella	The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.	1
216	appetizer selection	Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.	0
217	Wait staff	Wait staff is blantently unappreciative of your business but its the best pie on the UWS!	0
218	pie	Wait staff is blantently unappreciative of your business but its the best pie on the UWS!	1
219	salad	By far the best salad I have had in a fast food restaurant.	1
220	dining	fine dining restaurant quality.	1
221	restaurant	On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.	1
222	chicken pot pie	The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.	1
223	cheeseburger	The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.	1
224	cheeseburger	The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.	1
225	service	The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.	1
226	staff	The staff is no nonsense.	1
227	food	The food options rule.	1
228	bagels	When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.	1
229	1st Ave spot	Worth visiting the 1st Ave spot because it is the original store.	1
230	Uni Hand roll	He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!	1
231	sake menu	The sake menu should not be overlooked!	1
232	lobster teriyaki	Try the lobster teriyaki and the rose special roll.	1
233	rose special roll	Try the lobster teriyaki and the rose special roll.	1
234	Service	Service was very good - prompt, attentive and non-intrusive.	1
235	Food	Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).	1
236	pork belly	Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).	0
237	Wine list selection	Wine list selection is good and wine-by-the-glass was generously filled to the top.	1
238	wine-by-the-glass	Wine list selection is good and wine-by-the-glass was generously filled to the top.	1
239	Traditional French decour	Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.	1
240	hall	Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.	0
241	Cafe Spice	I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.	1
243	Seating	Seating is always prompt, though the restaurant does fill up in the evening.	1
244	Food	Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.	1
245	raw vegatables in side orders	Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.	0
246	decor	The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.	1
247	semi-private boths	The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.	1
248	Red Eye	I have NEVER been disappointed in the Red Eye.	1
249	live jazz band	The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.	1
250	atmosphere	The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.	1
251	meal	It's simply the best meal in NYC.	1
252	Red Eye Grill	You cannot go wrong at the Red Eye Grill.	1
253	restaurant	If we were to move from the upper east side, we would genuinely miss this restaurant.	1
255	food	The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.	1
256	balance of herbs and tomatoes	The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.	1
257	Jekyll and hyde Pub	We had a great time at the Jekyll and hyde Pub last night.	1
258	bar	After really enjoying ourselves at the bar we sat down at a table and had dinner.	1
259	server	The server was really cool and served us our food and drinks with a smile.	1
260	decor	The place's decor and hidden bathrooms made for a good laugh.	1
261	hidden bathrooms	The place's decor and hidden bathrooms made for a good laugh.	1
262	restaurant	I highly recommend visiting this restaurant and having dinner and drinks!	1
263	place	If you are the type of person who likes being scared and entertained, this is a great place to go and eat.	1
264	Jekyll and Hyde Pub	My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.	1
265	beers	The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.	1
266	food	The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.	1
267	pumkin tortelini	The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.	1
268	place	Please take my advice, go and try this place.	1
269	bagel	The bagel was huge.	1
270	bagel	The workers there also absolutely load the bagel with cream cheese (gets a little messy).	0
271	food	This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.	1
272	service	This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.	1
273	lobster roll	I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.	1
274	lobster	I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.	1
275	pizza	Other guests enjoyed pizza, santa fe chopped salad and fish and chips.	1
276	santa fe chopped salad	Other guests enjoyed pizza, santa fe chopped salad and fish and chips.	1
277	fish and chips	Other guests enjoyed pizza, santa fe chopped salad and fish and chips.	1
278	food	I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.	1
279	ambience	I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.	1
280	service	I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.	1
281	staff	All the staff is absolutely professional!! 	1
282	restaurant	This restaurant was way overhyped.	0
283	chow fun and chow see	My chow fun and chow see was really bland and oily.	0
286	service	The service was the only thing good about this restaurant.	1
287	restaurant	The service was the only thing good about this restaurant.	0
288	pad penang	Their pad penang is delicious and everything else is fantastic.	1
289	fresh restaurant	fresh restaurant was amazing........ food was delicious and of course fresh.	1
290	food	fresh restaurant was amazing........ food was delicious and of course fresh.	1
291	chef	Hats off to the chef.	1
292	salads	the salads are delicious, both refreshing and very spicy.	1
293	Pam's special fried fish	We had Pam's special fried fish and it was amazing.	1
294	vibe	Great vibe, lots of people.	1
295	atmosphere	I didn't complain, I liked the atmosphere so much.	1
296	Ambience	Ambience is so cute and quaint, good for business although we were there on vacation.	1
297	Salads	Salads were fantastic.	1
298	salads	Although we were looking for regular lettuce and some walnuts the salads we got were great.	1
299	Ingredients	Ingredients are organic which is a real plus for me.	1
300	sushi	This is some really good, inexpensive sushi.	1
301	sushi	This is some really good, inexpensive sushi.	1
302	spicy Tuna roll	The spicy Tuna roll is huge and probably the best that I've had at this price range.	1
303	spicy Tuna roll	The spicy Tuna roll is huge and probably the best that I've had at this price range.	1
304	spicy Tuna roll	The spicy Tuna roll is huge and probably the best that I've had at this price range.	1
305	Yellowtail	The Yellowtail was particularly good as well.	1
306	all you can eat deal	I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.	0
307	all you can eat deal	I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.	0
308	place	In any event, this is a place I'll be sure to stop by again when I'm in this part of town.	1
309	Big Wong	Big Wong gets big Ups for a fine establishment.	1
310	atmosphere	The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.	0
311	waiters	The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.	1
312	takeout	The takeout is great too since they give high quality tupperware as well.	1
313	place	This place is always very crowded and popular.	1
314	Caesar Salad	Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.	1
315	arugula and goat cheese	Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.	1
316	tiramisu	We concluded with tiramisu chocolate cake, both were delicious.	1
317	chocolate cake	We concluded with tiramisu chocolate cake, both were delicious.	1
318	restaurant	I recently went to this restaurant with some co-workers for lunch and had an amazing time.	1
319	staff	The staff was accomodating, the food was absolutely delicious and the place is lovely.	1
320	food	The staff was accomodating, the food was absolutely delicious and the place is lovely.	1
321	place	The staff was accomodating, the food was absolutely delicious and the place is lovely.	1
322	Manager	We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.	1
323	food	sometimes i get good food and ok service.	1
325	food	sometimes i get bad food and bad service, sometimes i get good good and bad service.	0
326	service	sometimes i get bad food and bad service, sometimes i get good good and bad service.	0
327	service	sometimes i get bad food and bad service, sometimes i get good good and bad service.	0
328	good	sometimes i get bad food and bad service, sometimes i get good good and bad service.	1
329	dishes	The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.	1
330	wine	The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.	1
331	Patis	And where does Patis go wrong; no where. 	1
332	Pastis	And evaluated on those terms Pastis is simply wonderful.	1
333	pizza	Right off the L in Brooklyn this is a nice cozy place with good pizza.	1
334	place	Right off the L in Brooklyn this is a nice cozy place with good pizza.	1
335	raddichio	Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).	0
336	mushroom pizza	My friend got the mushroom pizza which tasted better.	1
337	sangria	The sangria was pretty tasty and good on a hot muggy day.	1
339	Bombay beer	I started out with a Bombay beer which was big enough for two.	1
340	Service	Service was slow, but the people were friendly.	0
341	people	Service was slow, but the people were friendly.	1
342	place	It's a nice place to relax and have conversation.	1
343	food	The food is authentic Italian - delicious!	1
344	Pizza	Pizza is terrific, as is homemade pasta.	1
345	homemade pasta	Pizza is terrific, as is homemade pasta.	1
346	Ambience	Ambience is delightful, service impeccable.	1
347	service	Ambience is delightful, service impeccable.	1
348	food	I'm still mad that i had to pay for lousy food.	0
349	hanger steak	The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.	0
350	tuna	The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.	0
351	Service	Service was also horrible and the ambience is not that great.	0
352	ambience	Service was also horrible and the ambience is not that great.	0
353	place	I go and eat out at many different restaurants and this is one place you have go and try.	1
354	food	This is my first time writing a review for a restaurant because the food and service was excellent.	1
355	service	This is my first time writing a review for a restaurant because the food and service was excellent.	1
356	filet mignon dish	The filet mignon dish was superb!	1
357	restaurant	It's a small cute restaurant.	1
358	place	I absolutely love this place!!!	1
359	ambience	I like the ambience, it's very dark and original.	1
360	sushi	The sushi is amazing!!! 	1
361	ambient	Very affordable and excellent ambient!	1
362	beef and noodle soup dishes	We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.	0
363	meal	We won't go to this place again for a good meal.	0
364	place	However, I think this place is a good hang out spot.	1
365	place	My Girlfriend and I stumbled onto this hopping place the other night and had a great time!	1
366	Pizza	THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.	1
367	wine	THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.	1
368	service	THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.	1
369	backyard dining area	THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.	1
370	place	Check this place out!	1
371	place	First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.	0
372	tables	The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.	0
374	wine list	The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.	0
375	wines	Slightly above average wines start at $70+ with only one selection listed at $30+.	0
376	wines	Slightly above average wines start at $70+ with only one selection listed at $30+.	0
377	Service	Service is not what one would expect from a joint in this price category.	0
378	service	Somehow working the italian charm with constant mille grazie does not constitute proper service.	0
379	food	To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.	1
380	Teodora	To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.	0
381	meals	Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.	0
382	rosemary or orange flavoring	Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.	0
383	Fish	Fish was overdone.	0
384	wait staff	Cute place, nice wait staff but would never go there again.	1
385	place	Cute place, nice wait staff but would never go there again.	1
386	place	Cute place, nice wait staff but would never go there again.	0
387	dessert	Someone else recommended the dessert - we also left that.	0
388	expresso	One of us actually liked the expresso - that's it.	1
389	restaurant	Skip this restaurant, it's a big disappointment.	0
390	Myagi	Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.	1
391	service	I've never had bad service and the fish is fresh and delicious.	1
392	fish	I've never had bad service and the fish is fresh and delicious.	1
393	tuna tartar appetizer	Their tuna tartar appetizer is to die for.	1
394	pizza	I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.	1
395	service	The place is so cool and the service is prompt and curtious.	1
396	place	The place is so cool and the service is prompt and curtious.	1
397	place	I highly recommend to anyone to give this place a try.	1
398	food	A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.	1
399	service	A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.	1
400	atmosphere	A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.	1
401	food	No gimmicks here -- the food speaks for itself in its freshness and preparation.	1
