qid	text_a	text_b	label
115	drink menu	Love their drink menu.	1
116	place	I highly recommend this beautiful place.	1
117	place	I highly recommend this beautiful place.	1
118	Voss bottles of water	We were offered water for the table but were not told the Voss bottles of water were $8 a piece.	0
120	view of river and NYC	Nice view of river and NYC.	1
121	survice	Great survice	1
122	Egyptian restaurant	A beautifully designed dreamy Egyptian restaurant that gets sceney at night.	1
123	baba ganoush	Watch the talented belly dancers as you enjoy delicious baba ganoush that's more lemony than smoky.	1
124	belly dancers	Watch the talented belly dancers as you enjoy delicious baba ganoush that's more lemony than smoky.	1
125	hookah	Oh, and there's hookah.	1
126	Raymond	Raymond the bartender rocks!	1
127	Pacifico	Pacifico is a great place to casually hang out.	1
128	drinks	The drinks are great, especially when made by Raymond.	1
129	Raymond	The drinks are great, especially when made by Raymond.	1
130	omlette for brunch	The omlette for brunch is great...	1
131	spinach	the spinach is fresh, definately not frozen...	1
132	quacamole	quacamole at pacifico is yummy, as are the wings with chimmichuri.	1
133	wings with chimmichuri	quacamole at pacifico is yummy, as are the wings with chimmichuri.	1
134	chicken in the salads	A weakness is the chicken in the salads.	0
135	portobello and asparagus mole	Also, I personally wasn't a fan of the portobello and asparagus mole.	0
137	food	Overall, decent food at a good price, with friendly people.	1
138	people	Overall, decent food at a good price, with friendly people.	1
139	Indian Restaurant	Best Indian Restaurant in the City	1
140	Decor	Decor needs to be upgraded but the food is amazing!	0
141	food	Decor needs to be upgraded but the food is amazing!	1
142	gyros	This small Astoria souvlaki spot makes what many consider the best gyros in New York.	1
143	food	What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.	1
144	gyro meat	What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.	1
145	sausages	What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.	1
146	ingredients	What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.	1
147	Greek and Cypriot dishes	All the various Greek and Cypriot dishes are excellent, but the gyro is the reason to come--if you don't eat one your trip was wasted.	1
148	gyro	All the various Greek and Cypriot dishes are excellent, but the gyro is the reason to come--if you don't eat one your trip was wasted.	1
149	restaurant	Best restaurant in Brooklyn	1
150	food	Great food, amazing service, this place is a class act.	1
151	service	Great food, amazing service, this place is a class act.	1
152	place	Great food, amazing service, this place is a class act.	1
153	veal	The veal was incredible last night.	1
154	place	This place is a must visit!	1
155	booths	Most of the booths allow you to sit next to eachother without looking like 'that' couple.	1
156	food	The food is all shared so we get to order together and eat together.	1
157	dishes	I've enjoyed 99% of the dishes we've ordered with the only exceptions being the occasional too-authentic-for-me dish (I'm a daring eater but not THAT daring).	1
158	dish	I've enjoyed 99% of the dishes we've ordered with the only exceptions being the occasional too-authentic-for-me dish (I'm a daring eater but not THAT daring).	0
159	Water's Edge	My daughter's wedding reception at Water's Edge received the highest compliments from our guests.	1
160	atmosphere	Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!	1
161	rooms	Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!	1
162	views	Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!	1
163	food	Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!	1
164	Service	Service was wonderful;	1
165	Paul	Paul, the maitre d', was totally professional and always on top of things.	1
166	Water's Edge	Thank you everyone at Water's Edge.	1
167	Service	Service ok but unfriendly,filthy bathroom.	0
168	bathroom	Service ok but unfriendly,filthy bathroom.	0
170	food	The high prices you're going to pay is for the view not for the food.	0
171	bar drinks	The bar drinks were Eh, ok to say the least.	0
172	stuff tilapia	The stuff tilapia was horrid...tasted like cardboard.	0
173	dessert	We thought the dessert would be better, Wrong!	0
174	mens bathroom	oh speaking of bathroom , the mens bathroom was disgusting.	0
175	wine list	The wine list was extensive - though the staff did not seem knowledgeable about wine pairings.	1
176	staff	The wine list was extensive - though the staff did not seem knowledgeable about wine pairings.	0
177	bread	The bread we received was horrible - rock hard and cold - and the free appetizer of olives was disappointing.	0
178	appetizer of olives	The bread we received was horrible - rock hard and cold - and the free appetizer of olives was disappointing.	0
180	main course	However, our main course was wonderful.	1
181	fish	I had fish and my husband had the filet - both of which exceeded our expectations.	1
182	filet	I had fish and my husband had the filet - both of which exceeded our expectations.	1
183	pear torte	The dessert (we had a pear torte) was good - but, once again, the staff was unable to provide appropriate drink suggestions.	1
184	staff	The dessert (we had a pear torte) was good - but, once again, the staff was unable to provide appropriate drink suggestions.	0
185	waitress	When we inquired about ports - the waitress listed off several but did not know taste variations or cost.	0
186	restaurant	All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.	1
187	restaurant	All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.	1
188	staff	All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.	0
189	seating	short and sweet – seating is great:it's romantic,cozy and private.	1
190	boths	The boths are not as small as some of the reviews make them out to look they're perfect for 2 people.	1
191	service	The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.	1
192	service button	The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.	1
193	waiter	The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.	0
195	looks	Over all the looks of the place exceeds the actual meals.	1
196	meals	Over all the looks of the place exceeds the actual meals.	0
197	restaurant	So what you really end up paying for is the restaurant not the food.	0
199	food	So what you really end up paying for is the restaurant not the food.	0
200	food	Subtle food and service	1
201	service	Subtle food and service	1
202	service	Noodle pudding is exactly the type of service and food I enjoy.	1
203	food	Noodle pudding is exactly the type of service and food I enjoy.	1
204	Greg	Servers are all different, Greg is my favorite.	1
205	server	Sometimes tables don't understand his sense of humor but it's refreshing to have a server who has personality, professionalism, and respects the privacy of your dinner.	1
206	runner	This is the first place I've been that a runner remembers my order... hope he likes his job because I have half a mind to steal him for my restaurant.	1
207	food	Prices are fair across the board for both food and bev.	1
208	bev	Prices are fair across the board for both food and bev.	1
209	servers	I go out to eat and like my courses, servers are patient and never rush courses or force another drink.	1
210	dogs	amazing fresh dogs but best of all endless toppings!!!	1
211	toppings	amazing fresh dogs but best of all endless toppings!!!	1
212	trimmings	this place had ALL the trimmings and i mean all.	1
213	place	amazing fun for hot dog lovers of all ages PLEASE do yourself a favor and check this place out!!!!	1
214	hot dog	amazing fun for hot dog lovers of all ages PLEASE do yourself a favor and check this place out!!!!	1
215	Casa La Femme	Stepping into Casa La Femme last night was a true experience unlike any other in New York!	1
216	decor	Highly impressed from the decor to the food to the hospitality to the great night I had!	1
217	food	Highly impressed from the decor to the food to the hospitality to the great night I had!	1
218	cocktail with Citrus Vodka and lemon and lime juice and mint leaves	The have a great cocktail with Citrus Vodka and lemon and lime juice and mint leaves that is to die for!	1
219	Food	Food took some time to prepare, all worth waiting for.	1
220	belly dancing show	We were drawn into the belly dancing show that captivated the crowd.	1
221	restaurant	I never write on these sites but this restaurant is def worth commending!	1
222	food	Maggot in the food!	0
223	menu	The menu looked great, and the waiter was very nice, but when the food came, it was average.	1
224	waiter	The menu looked great, and the waiter was very nice, but when the food came, it was average.	1
226	mushroom sauce	Nevertheless, I finished my plate, and that's when I found a maggot in mushroom sauce at the bottom.	0
227	manager	I showed it to the manager, and he smilingly apologized and brought us two free desserts (but did not ask us what we wanted and so brought the last two desserts we would have asked for).	1
228	manager	I showed it to the manager, and he smilingly apologized and brought us two free desserts (but did not ask us what we wanted and so brought the last two desserts we would have asked for).	0
229	manager	The manager finally said he would comp the two glasses of wine (which cost less than the food), and made it seem like a big concession.	0
230	food	I have worked in restaurants and cook a lot, and there is no way a maggot should be able to get into well prepared food.	0
231	restaurant	For a restaurant with such a good reputation and that is usually so packed, there was no reason for such a lack of intelligent customer service.	1
232	customer service	For a restaurant with such a good reputation and that is usually so packed, there was no reason for such a lack of intelligent customer service.	0
233	food	I got hair in my food 2 times of then !	0
234	place	Great place, great value.	1
235	place	Great place, great value.	1
236	food	The food is flavorful, plentiful and reasonably priced.	1
237	food	The food is flavorful, plentiful and reasonably priced.	1
238	food	The food is flavorful, plentiful and reasonably priced.	1
239	atmosphere	The atmosphere is relaxed and casual.	1
240	place	It's a great place to order from or sit-in.	1
241	Sushi	Sushi experience was unbelievable with my fiance.	1
242	rolls	Good creative rolls!	1
243	rolls	Good creative rolls!	1
244	Yamato	Yamato is an excellent place to go if youre not into sashimi, or if you have friends who doesnt like sushi much.	1
245	rolls	They have great rolls, the triple color and norwegetan rolls, are awesome and filling.	1
246	triple color and norwegetan rolls	They have great rolls, the triple color and norwegetan rolls, are awesome and filling.	1
247	triple color and norwegetan rolls	They have great rolls, the triple color and norwegetan rolls, are awesome and filling.	1
248	dessert	One special roll and one regular roll is enough to fill you up, but save room for dessert!	1
249	special roll	One special roll and one regular roll is enough to fill you up, but save room for dessert!	1
250	regular roll	One special roll and one regular roll is enough to fill you up, but save room for dessert!	1
251	banana chocolate dessert	They have a delicious banana chocolate dessert, as well as a great green tea tempura.	1
252	green tea tempura	They have a delicious banana chocolate dessert, as well as a great green tea tempura.	1
253	appetizers	The appetizers are also delicious!	1
254	food	Amazing food.	1
255	interior	Mazing interior.	0
256	food	Great food!	1
257	modern Japanese	I've had my fair share of modern Japanese and this spot delivers.	1
258	atmosphere	The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.	0
259	scheme of mirrors	The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.	0
260	modern Japanese food	Despite the confusing mirrors this will likely be my go-to for modern Japanese food for the foreseeable future.	1
261	mirrors	Despite the confusing mirrors this will likely be my go-to for modern Japanese food for the foreseeable future.	0
262	Indo Chinese food	Indo Chinese food, pretty good...	1
264	Chinese style Indian food	Not a very fancy place but very good Chinese style Indian food.	1
265	chicken lollipop	The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.	1
266	dishes	The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.	0
267	Chilli Chicken	The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.	0
268	food	My mom originally introduced me to this place, but even she (being Indian) feels the food can be somewhat over the top spicy and far too oily.	0
269	food	I was speechless by the horrible food.	0
270	food	I attended a holiday dinner at the restaurant, and the food was majorly disappointing.	0
271	chef	Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).	0
272	vegetarian dish	Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).	0
273	vegetarian dish	Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).	0
274	place	This place survives on reputation alone.	0
275	restaurant	This is the MOST wonderful restaurant in all of New York City, not just Brooklyn...	1
276	food	for 7 years they have put out the most tasty, most delicious food and kept it that way...	1
277	food	great food, great wine list, great service in a great neighborhood...	1
278	wine list	great food, great wine list, great service in a great neighborhood...	1
279	service	great food, great wine list, great service in a great neighborhood...	1
280	neighborhood	great food, great wine list, great service in a great neighborhood...	1
281	Patsy's Pizza	Patsy's Pizza = true love	1
282	pizza	Hands down the best pizza on the planet.	1
283	hot dogs	great hot dogs..	1
284	hot dogs	the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside.	1
285	toppings	great toppings definitely a place you need to check out for late night munchies or a mid day boost!	1
286	place	great toppings definitely a place you need to check out for late night munchies or a mid day boost!	1
287	dishes	For me dishes a little oily, but overall dining experience good.	0
288	service	Helpful service and average price per dish $10.	1
290	decor	The only thing that strikes you is the decor?(not very pleasant).	0
291	food	great food	1
292	indian chinese food	This place has great indian chinese food.	1
293	place	Be prepared to wait, because the place is pretty tiny.	0
294	place	Be prepared to wait, because the place is pretty tiny.	0
295	place	Even though the place is not beautiful, the food speaks for itself.	0
296	food	Even though the place is not beautiful, the food speaks for itself.	1
297	Indian Chinese	Best Indian Chinese in the city, by far!	1
298	Village Underground	I came across Village Underground by accident, now I go there all the time.	1
299	martinis	The martinis are amazing and very fairly priced.	1
300	martinis	The martinis are amazing and very fairly priced.	1
301	SERVICE	THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.	1
302	waiters	THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.	1
303	DJ	The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.	1
304	menu	Everything on the menu is great. 	1
305	establishment	This establishment is the real deal. 	1
306	dinner for two	But $500 for a dinner for two that didn't include Wine?	0
307	appetizers	Look, the appetizers were really good.	1
308	entree	The entree was also very good.	1
310	place	Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.	1
311	place	Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.	0
313	Bison	Bison was quite excellent however.	1
314	Dessert	Dessert: pure disaster.	0
315	restaurant	I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.	0
316	restaurant	I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.	0
318	The Four Seasons	The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say I've been to the four seasons restaurant.	0
319	food	All in all, the food was great (except for the dessserts).	1
320	dessserts	All in all, the food was great (except for the dessserts).	0
322	food	If you are going for the food, it will not be worth it.	0
323	service	You would think they would make up for it with service, sadly, no.	0
324	Service	Service was just ok, it is not what you'd expect for $500.	0
325	Casa La Femme	I agree that dining at Casa La Femme is like no other dining experience!	0
326	Casa La Femme	I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.	0
327	Casa La Femme	I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.	0
329	place	The place is beautiful!	1
330	hostess	The hostess was very pleasant.	1
331	drinks	However, our $14 drinks were were horrible!	0
332	drinks	However, our $14 drinks were were horrible!	0
333	waiter	We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.	0
334	waiter	After the 4th time i asked again and the waiter than said after our dinner.	0
335	waiter	We asked for sides which the waiter than admitted that he forgot to put in that part of our order.	0
336	chicken	My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.	0
337	dinner	I would not expect this for a $55 dinner.	0
338	dinner	I would not expect this for a $55 dinner.	0
339	food	By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!	0
340	meal	If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!	0
341	restaurant	I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.	0
342	restaurant	I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.	0
344	beer	There was no tap beer that evening, which was a disappointment. 	0
345	selection of bottled beer	Not much of a selection of bottled beer either, we went with Brahma. 	0
346	fried oysters and clams	The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). 	1
347	fried oysters and clams	The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). 	0
349	lobster knuckles	The lobster knuckles (special of the day) were ok, but pretty tasteless.	0
350	salt encrusted shrimp appetizer	I believe there were 2 shrimp in the salt encrusted shrimp appetizer. 	0
351	Thai style Fried Sea Bass	I had the Thai style Fried Sea Bass...which was very good. 	1
352	food	Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! 	1
353	grilled Mahi Mahi	Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! 	0
354	grilled Mahi Mahi	Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! 	0
355	lobster roll	I heard the lobster roll was excellent. 	1
356	food	All in all the food was good - a little on the expensive side, but fresh. 	1
357	food	All in all the food was good - a little on the expensive side, but fresh. 	0
358	Service	Service not the friendliest to our large party! 	0
359	Indian food	Great Indian food	1
360	Food	Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.	1
362	Indian food	Very normal Indian food, but done really well.	1
363	place	I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.	1
364	place	I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.	0
365	chicken tikka masala	I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.	0
366	feel	I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.	0
367	waiters	Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.	0
368	Indian food	But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food	1
369	place	But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food	0
370	Bukhara Grill	Bukhara Grill, the tagline says it all.. INDIAN SPICE RAVE	1
371	lunch buffet	The lunch buffet is expensive but is deff worth it.	0
372	lunch buffet	The lunch buffet is expensive but is deff worth it.	1
373	service	We have gone for dinner only a few times but the same great quality and service is given.	1
374	dinner	We have gone for dinner only a few times but the same great quality and service is given.	1
375	Bukhara	Bukhara is on my top 5 Indian places in NYC	1
376	food	I have never been so disgusted by both food an service.	0
377	service	I have never been so disgusted by both food an service.	0
378	kimchee	However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.	0
379	Korean fair	However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.	0
380	food	My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.	0
381	meal	My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.	0
382	restaurant	It wasn't as if this restaurant had any major bragging points before hand, but now it's simply repulsive.	0
383	place	Gorgeous place ideal for a romantic dinner	1
384	place	Gorgeous place ideal for a romantic dinner	1
385	four course prix fix menu	I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.	1
386	white organza tent	I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.	1
387	service	The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!	1
388	waiter	The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!	1
389	Casa La Femme	I completely recommend Casa La Femme for any special occasion and to REALLY impress your date.	1
391	stone bowl	The bibimbap was average, but the stone bowl wasn't even close to sizzling.	0
392	stone bowl	Too bad I had paid an extra $2 for the stone bowl.	0
393	nakgi-bokum	The nakgi-bokum was horrible.	0
394	stir-fried squid	Easily the worst stir-fried squid I've ever tasted.	0
395	sauce	The sauce tasted more like Chinese fast food than decent Korean.	0
397	side dishes	The side dishes were passable, and I did get a refill upon request.	1
398	service	The real problem I had with this place was the complete lack of service.	0
399	dish	My wife had barely touched that mess of a dish.	0
400	risotto	The wife had the risotto which was amazing.	1
401	farro salad	The farro salad and the mashed yukon potatoes were also extremely tasty.	1
402	mashed yukon potatoes	The farro salad and the mashed yukon potatoes were also extremely tasty.	1
403	east village pizza	i love margherita pizza – i looove east village pizza	1
404	margherita pizza	i love margherita pizza – i looove east village pizza	1
405	place	Love this place, every time we are in the city this is one of the places we always go.	1
407	crust	The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.	1
