qid	text_a	text_b	label
110	belly dancers	Watch the talented belly dancers as you enjoy delicious baba ganoush that's more lemony than smoky.	1
111	hookah	Oh, and there's hookah.	1
112	Raymond	Raymond the bartender rocks!	1
113	Pacifico	Pacifico is a great place to casually hang out.	1
114	drinks	The drinks are great, especially when made by Raymond.	1
115	Raymond	The drinks are great, especially when made by Raymond.	1
116	omlette for brunch	The omlette for brunch is great...	1
117	spinach	the spinach is fresh, definately not frozen...	1
118	quacamole	quacamole at pacifico is yummy, as are the wings with chimmichuri.	1
119	wings with chimmichuri	quacamole at pacifico is yummy, as are the wings with chimmichuri.	1
120	chicken in the salads	A weakness is the chicken in the salads.	0
121	portobello and asparagus mole	Also, I personally wasn't a fan of the portobello and asparagus mole.	0
122	food	Overall, decent food at a good price, with friendly people.	2
123	people	Overall, decent food at a good price, with friendly people.	1
124	Indian Restaurant	Best Indian Restaurant in the City	1
125	Decor	Decor needs to be upgraded but the food is amazing!	0
126	food	Decor needs to be upgraded but the food is amazing!	1
127	gyros	This small Astoria souvlaki spot makes what many consider the best gyros in New York.	1
128	food	What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.	1
129	gyro meat	What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.	1
130	sausages	What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.	1
131	ingredients	What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.	1
132	Greek and Cypriot dishes	All the various Greek and Cypriot dishes are excellent, but the gyro is the reason to come--if you don't eat one your trip was wasted.	1
133	gyro	All the various Greek and Cypriot dishes are excellent, but the gyro is the reason to come--if you don't eat one your trip was wasted.	1
134	restaurant	Best restaurant in Brooklyn	1
135	food	Great food, amazing service, this place is a class act.	1
136	service	Great food, amazing service, this place is a class act.	1
137	place	Great food, amazing service, this place is a class act.	1
138	veal	The veal was incredible last night.	1
139	place	This place is a must visit!	1
140	booths	Most of the booths allow you to sit next to eachother without looking like 'that' couple.	1
141	food	The food is all shared so we get to order together and eat together.	1
142	dishes	I've enjoyed 99% of the dishes we've ordered with the only exceptions being the occasional too-authentic-for-me dish (I'm a daring eater but not THAT daring).	1
143	dish	I've enjoyed 99% of the dishes we've ordered with the only exceptions being the occasional too-authentic-for-me dish (I'm a daring eater but not THAT daring).	0
144	Water's Edge	My daughter's wedding reception at Water's Edge received the highest compliments from our guests.	1
145	atmosphere	Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!	1
146	rooms	Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!	1
147	views	Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!	1
148	food	Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!	1
149	Service	Service was wonderful;	1
150	Paul	Paul, the maitre d', was totally professional and always on top of things.	1
151	Water's Edge	Thank you everyone at Water's Edge.	1
152	Service	Service ok but unfriendly,filthy bathroom.	0
153	bathroom	Service ok but unfriendly,filthy bathroom.	0
154	view	The high prices you're going to pay is for the view not for the food.	2
155	food	The high prices you're going to pay is for the view not for the food.	0
156	bar drinks	The bar drinks were Eh, ok to say the least.	0
157	stuff tilapia	The stuff tilapia was horrid...tasted like cardboard.	0
158	dessert	We thought the dessert would be better, Wrong!	0
159	mens bathroom	oh speaking of bathroom , the mens bathroom was disgusting.	0
160	wine list	The wine list was extensive - though the staff did not seem knowledgeable about wine pairings.	1
161	staff	The wine list was extensive - though the staff did not seem knowledgeable about wine pairings.	0
162	bread	The bread we received was horrible - rock hard and cold - and the free appetizer of olives was disappointing.	0
163	appetizer of olives	The bread we received was horrible - rock hard and cold - and the free appetizer of olives was disappointing.	0
164	main course	However, our main course was wonderful.	1
165	fish	I had fish and my husband had the filet - both of which exceeded our expectations.	1
166	filet	I had fish and my husband had the filet - both of which exceeded our expectations.	1
167	pear torte	The dessert (we had a pear torte) was good - but, once again, the staff was unable to provide appropriate drink suggestions.	1
168	staff	The dessert (we had a pear torte) was good - but, once again, the staff was unable to provide appropriate drink suggestions.	0
169	waitress	When we inquired about ports - the waitress listed off several but did not know taste variations or cost.	0
170	restaurant	All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.	1
171	staff	All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.	0
172	seating	short and sweet – seating is great:it's romantic,cozy and private.	1
173	boths	The boths are not as small as some of the reviews make them out to look they're perfect for 2 people.	1
174	service	The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.	1
175	service button	The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.	1
176	waiter	The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.	0
177	food	The food was ok and fair nothing to go crazy.	2
178	looks	Over all the looks of the place exceeds the actual meals.	1
179	meals	Over all the looks of the place exceeds the actual meals.	0
180	restaurant	So what you really end up paying for is the restaurant not the food.	0
181	food	So what you really end up paying for is the restaurant not the food.	0
182	service	Subtle food and service	1
183	food	Noodle pudding is exactly the type of service and food I enjoy.	1
184	Greg	Servers are all different, Greg is my favorite.	1
185	server	Sometimes tables don't understand his sense of humor but it's refreshing to have a server who has personality, professionalism, and respects the privacy of your dinner.	1
186	runner	This is the first place I've been that a runner remembers my order... hope he likes his job because I have half a mind to steal him for my restaurant.	1
187	food	Prices are fair across the board for both food and bev.	1
188	bev	Prices are fair across the board for both food and bev.	1
189	servers	I go out to eat and like my courses, servers are patient and never rush courses or force another drink.	1
190	dogs	amazing fresh dogs but best of all endless toppings!!!	1
191	toppings	amazing fresh dogs but best of all endless toppings!!!	1
192	trimmings	this place had ALL the trimmings and i mean all.	1
193	place	amazing fun for hot dog lovers of all ages PLEASE do yourself a favor and check this place out!!!!	1
194	hot dog	amazing fun for hot dog lovers of all ages PLEASE do yourself a favor and check this place out!!!!	1
195	Casa La Femme	Stepping into Casa La Femme last night was a true experience unlike any other in New York!	1
196	decor	Highly impressed from the decor to the food to the hospitality to the great night I had!	1
197	food	Highly impressed from the decor to the food to the hospitality to the great night I had!	1
198	cocktail with Citrus Vodka and lemon and lime juice and mint leaves	The have a great cocktail with Citrus Vodka and lemon and lime juice and mint leaves that is to die for!	1
199	Food	Food took some time to prepare, all worth waiting for.	1
200	belly dancing show	We were drawn into the belly dancing show that captivated the crowd.	1
201	restaurant	I never write on these sites but this restaurant is def worth commending!	1
202	food	Maggot in the food!	0
203	menu	The menu looked great, and the waiter was very nice, but when the food came, it was average.	1
204	waiter	The menu looked great, and the waiter was very nice, but when the food came, it was average.	1
205	food	The menu looked great, and the waiter was very nice, but when the food came, it was average.	2
206	mushroom sauce	Nevertheless, I finished my plate, and that's when I found a maggot in mushroom sauce at the bottom.	0
207	manager	I showed it to the manager, and he smilingly apologized and brought us two free desserts (but did not ask us what we wanted and so brought the last two desserts we would have asked for).	1
208	food	I have worked in restaurants and cook a lot, and there is no way a maggot should be able to get into well prepared food.	0
209	restaurant	For a restaurant with such a good reputation and that is usually so packed, there was no reason for such a lack of intelligent customer service.	1
210	customer service	For a restaurant with such a good reputation and that is usually so packed, there was no reason for such a lack of intelligent customer service.	0
211	food	I got hair in my food 2 times of then !	0
212	place	Great place, great value.	1
213	food	The food is flavorful, plentiful and reasonably priced.	1
214	atmosphere	The atmosphere is relaxed and casual.	1
215	place	It's a great place to order from or sit-in.	1
216	Sushi	Sushi experience was unbelievable with my fiance.	1
217	rolls	Good creative rolls!	1
218	Yamato	Yamato is an excellent place to go if youre not into sashimi, or if you have friends who doesnt like sushi much.	1
219	rolls	They have great rolls, the triple color and norwegetan rolls, are awesome and filling.	1
220	triple color and norwegetan rolls	They have great rolls, the triple color and norwegetan rolls, are awesome and filling.	1
221	dessert	One special roll and one regular roll is enough to fill you up, but save room for dessert!	1
222	special roll	One special roll and one regular roll is enough to fill you up, but save room for dessert!	1
223	regular roll	One special roll and one regular roll is enough to fill you up, but save room for dessert!	1
224	banana chocolate dessert	They have a delicious banana chocolate dessert, as well as a great green tea tempura.	1
225	green tea tempura	They have a delicious banana chocolate dessert, as well as a great green tea tempura.	1
226	appetizers	The appetizers are also delicious!	1
227	food	Amazing food.	1
228	interior	Mazing interior.	0
229	food	Great food!	1
230	modern Japanese	I've had my fair share of modern Japanese and this spot delivers.	1
231	atmosphere	The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.	0
232	scheme of mirrors	The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.	0
233	modern Japanese food	Despite the confusing mirrors this will likely be my go-to for modern Japanese food for the foreseeable future.	1
234	mirrors	Despite the confusing mirrors this will likely be my go-to for modern Japanese food for the foreseeable future.	0
235	Indo Chinese food	Indo Chinese food, pretty good...	1
236	place	Not a very fancy place but very good Chinese style Indian food.	2
237	Chinese style Indian food	Not a very fancy place but very good Chinese style Indian food.	1
238	chicken lollipop	The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.	1
239	dishes	The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.	0
240	Chilli Chicken	The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.	0
241	food	My mom originally introduced me to this place, but even she (being Indian) feels the food can be somewhat over the top spicy and far too oily.	0
242	chef	Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).	0
243	vegetarian dish	Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).	0
244	place	This place survives on reputation alone.	0
245	restaurant	This is the MOST wonderful restaurant in all of New York City, not just Brooklyn...	1
246	food	for 7 years they have put out the most tasty, most delicious food and kept it that way...	1
247	wine list	great food, great wine list, great service in a great neighborhood...	1
248	service	great food, great wine list, great service in a great neighborhood...	1
249	neighborhood	great food, great wine list, great service in a great neighborhood...	1
250	Patsy's Pizza	Patsy's Pizza = true love	1
251	pizza	Hands down the best pizza on the planet.	1
252	hot dogs	great hot dogs..	1
253	toppings	great toppings definitely a place you need to check out for late night munchies or a mid day boost!	1
254	place	great toppings definitely a place you need to check out for late night munchies or a mid day boost!	1
255	dishes	For me dishes a little oily, but overall dining experience good.	0
256	service	Helpful service and average price per dish $10.	1
257	dish	Helpful service and average price per dish $10.	2
258	decor	The only thing that strikes you is the decor?(not very pleasant).	0
259	food	great food	1
260	indian chinese food	This place has great indian chinese food.	1
261	place	Be prepared to wait, because the place is pretty tiny.	0
262	food	Even though the place is not beautiful, the food speaks for itself.	1
263	Indian Chinese	Best Indian Chinese in the city, by far!	1
264	Village Underground	I came across Village Underground by accident, now I go there all the time.	1
265	martinis	The martinis are amazing and very fairly priced.	1
266	SERVICE	THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.	1
267	waiters	THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.	1
268	DJ	The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.	1
269	menu	Everything on the menu is great. 	1
270	establishment	This establishment is the real deal. 	1
271	dinner for two	But $500 for a dinner for two that didn't include Wine?	0
272	appetizers	Look, the appetizers were really good.	1
273	entree	The entree was also very good.	1
274	environment	What you are paying for is the environment and the name.	2
275	place	Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.	1
276	Vanison	Vanison was good but not amazing.	2
277	Bison	Bison was quite excellent however.	1
278	Dessert	Dessert: pure disaster.	0
279	restaurant	I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.	0
280	The Four Seasons	The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say I've been to the four seasons restaurant.	2
281	food	All in all, the food was great (except for the dessserts).	1
282	dessserts	All in all, the food was great (except for the dessserts).	0
283	environment	The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.	2
284	food	If you are going for the food, it will not be worth it.	0
285	service	You would think they would make up for it with service, sadly, no.	0
286	Service	Service was just ok, it is not what you'd expect for $500.	0
287	Casa La Femme	I agree that dining at Casa La Femme is like no other dining experience!	0
288	wait	We did arrive late for our reservation so I can not complain too much about the wait for a table.	2
289	place	The place is beautiful!	1
290	hostess	The hostess was very pleasant.	1
291	drinks	However, our $14 drinks were were horrible!	0
292	waiter	We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.	0
293	chicken	My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.	0
294	dinner	I would not expect this for a $55 dinner.	0
295	food	By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!	0
296	meal	If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!	0
297	restaurant	I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.	0
298	menu	The menu is fairly simple without much descriptions. 	2
299	beer	There was no tap beer that evening, which was a disappointment. 	0
300	selection of bottled beer	Not much of a selection of bottled beer either, we went with Brahma. 	0
301	fried oysters and clams	The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). 	1
302	lobster knuckles	The lobster knuckles (special of the day) were ok, but pretty tasteless.	2
303	salt encrusted shrimp appetizer	I believe there were 2 shrimp in the salt encrusted shrimp appetizer. 	0
304	Thai style Fried Sea Bass	I had the Thai style Fried Sea Bass...which was very good. 	1
305	food	Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! 	1
306	grilled Mahi Mahi	Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! 	0
307	lobster roll	I heard the lobster roll was excellent. 	1
308	food	All in all the food was good - a little on the expensive side, but fresh. 	1
309	Service	Service not the friendliest to our large party! 	0
310	Indian food	Great Indian food	1
311	Food	Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.	1
312	Indian food	Very normal Indian food, but done really well.	2
313	place	I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.	1
314	chicken tikka masala	I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.	0
315	feel	I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.	0
316	waiters	Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.	0
317	Indian food	But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food	1
318	place	But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food	0
319	Bukhara Grill	Bukhara Grill, the tagline says it all.. INDIAN SPICE RAVE	1
320	lunch buffet	The lunch buffet is expensive but is deff worth it.	0
321	service	We have gone for dinner only a few times but the same great quality and service is given.	1
322	dinner	We have gone for dinner only a few times but the same great quality and service is given.	1
323	Bukhara	Bukhara is on my top 5 Indian places in NYC	1
324	food	I have never been so disgusted by both food an service.	0
325	service	I have never been so disgusted by both food an service.	0
326	kimchee	However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.	0
327	Korean fair	However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.	0
328	food	My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.	0
329	meal	My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.	0
330	restaurant	It wasn't as if this restaurant had any major bragging points before hand, but now it's simply repulsive.	0
331	place	Gorgeous place ideal for a romantic dinner	1
332	four course prix fix menu	I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.	1
333	white organza tent	I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.	1
334	service	The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!	1
335	waiter	The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!	1
336	Casa La Femme	I completely recommend Casa La Femme for any special occasion and to REALLY impress your date.	1
337	bibimbap	The bibimbap was average, but the stone bowl wasn't even close to sizzling.	2
338	stone bowl	The bibimbap was average, but the stone bowl wasn't even close to sizzling.	0
339	nakgi-bokum	The nakgi-bokum was horrible.	0
340	stir-fried squid	Easily the worst stir-fried squid I've ever tasted.	0
341	sauce	The sauce tasted more like Chinese fast food than decent Korean.	0
342	side dishes	The side dishes were passable, and I did get a refill upon request.	2
343	service	The real problem I had with this place was the complete lack of service.	0
344	dish	My wife had barely touched that mess of a dish.	0
345	risotto	The wife had the risotto which was amazing.	1
346	farro salad	The farro salad and the mashed yukon potatoes were also extremely tasty.	1
347	mashed yukon potatoes	The farro salad and the mashed yukon potatoes were also extremely tasty.	1
348	east village pizza	i love margherita pizza – i looove east village pizza	1
349	margherita pizza	i love margherita pizza – i looove east village pizza	1
350	place	Love this place, every time we are in the city this is one of the places we always go.	1
351	slice of NYC pizza	A quintessential slice of NYC pizza.	2
352	crust	The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.	1
353	sauce	The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.	1
354	cheese	The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.	1
355	margherita pizza	Personally I like the margherita pizza better, but they are all good.	1
356	Restaurant	Possibly the Most Romantic Restaurant in the City	1
357	modern Japanese brasserie	This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!	1
358	spot	Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.	2
359	unmarked wooden doors	Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.	1
360	décor	Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.	1
361	private booths	If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).	1
362	glass ceilings	If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).	1
363	BBE $29 fixe prix menu	My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!	1
364	sashimi amuse bouche	We started off with a delightful sashimi amuse bouche.	1
365	Grilled Black Cod	I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.	1
366	Grilled Salmon dish	I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.	1
367	entrees	The entrees were served with miso soup and rice.	2
368	sake’s	The sake’s complimented the courses very well and is successfully easing me into the sake world.	1
369	frozen black sesame mousse	For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.	2
370	matcha (powdered green tea) and blueberry cheesecake	For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.	1
371	brasserie	Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.	1
